,value_normalized
617,[1.0]
618,"[1.0, 1.0]"
619,"[1.0, 1.0, 0.3333333333333333]"
620,"[1.0, 1.0, 0.3333333333333333, 0.5384615384615384]"
621,"[1.0, 1.0, 0.3333333333333333, 0.5384615384615384, 0.238095238095238]"
622,[0.8461538461538461]
623,"[0.8461538461538461, 0.7777777777777778]"
624,"[0.8461538461538461, 0.7777777777777778, 1.0]"
625,"[0.8461538461538461, 0.7777777777777778, 1.0, 1.0]"
626,"[0.8461538461538461, 0.7777777777777778, 1.0, 1.0, 0.2]"
627,[1.0]
628,"[1.0, 1.0]"
629,"[1.0, 1.0, 1.0]"
630,"[1.0, 1.0, 1.0, 1.0]"
631,"[1.0, 1.0, 1.0, 1.0, 0.238095238095238]"
632,[0.8461538461538461]
633,"[0.8461538461538461, 1.0]"
634,"[0.8461538461538461, 1.0, 1.0]"
635,"[0.8461538461538461, 1.0, 1.0, 0.6190476190476191]"
636,[1.0]
637,"[1.0, 0.7777777777777778]"
638,"[1.0, 0.7777777777777778, 0.8461538461538461]"
639,"[1.0, 0.7777777777777778, 0.8461538461538461, 1.0]"
640,[0.238095238095238]
641,"[0.238095238095238, 0.3333333333333333]"
642,"[0.238095238095238, 0.3333333333333333, 1.0]"
643,"[0.238095238095238, 0.3333333333333333, 1.0, 1.0]"
644,"[0.238095238095238, 0.3333333333333333, 1.0, 1.0, 1.0]"
645,[0.6923076923076923]
646,"[0.6923076923076923, 1.0]"
647,"[0.6923076923076923, 1.0, 1.0]"
648,"[0.6923076923076923, 1.0, 1.0, 1.0]"
649,"[0.6923076923076923, 1.0, 1.0, 1.0, 0.3333333333333333]"
650,[0.6190476190476191]
651,"[0.6190476190476191, 0.3333333333333333]"
652,"[0.6190476190476191, 0.3333333333333333, 1.0]"
653,"[0.6190476190476191, 0.3333333333333333, 1.0, 0.1111111111111111]"
654,[0.5555555555555556]
655,"[0.5555555555555556, 1.0]"
656,"[0.5555555555555556, 1.0, 0.6]"
657,"[0.5555555555555556, 1.0, 0.6, 1.0]"
658,[0.8095238095238095]
659,"[0.8095238095238095, 0.8]"
660,"[0.8095238095238095, 0.8, 1.0]"
661,"[0.8095238095238095, 0.8, 1.0, 0.7777777777777778]"
662,[1.0]
663,"[1.0, 1.0]"
664,"[1.0, 1.0, 0.6190476190476191]"
665,"[1.0, 1.0, 0.6190476190476191, 1.0]"
666,"[1.0, 1.0, 0.6190476190476191, 1.0, 1.0]"
667,[0.8095238095238095]
668,"[0.8095238095238095, 1.0]"
669,"[0.8095238095238095, 1.0, 0.2]"
670,"[0.8095238095238095, 1.0, 0.2, 1.0]"
671,"[0.8095238095238095, 1.0, 0.2, 1.0, 0.6666666666666666]"
672,[1.0]
673,"[1.0, 0.1111111111111111]"
674,"[1.0, 0.1111111111111111, 1.0]"
675,"[1.0, 0.1111111111111111, 1.0, 0.6666666666666666]"
676,[1.0]
677,"[1.0, 0.7777777777777778]"
678,"[1.0, 0.7777777777777778, 1.0]"
679,[1.0]
680,"[1.0, 1.0]"
681,"[1.0, 1.0, 1.0]"
682,"[1.0, 1.0, 1.0, 0.6666666666666666]"
683,"[1.0, 1.0, 1.0, 0.6666666666666666, 1.0]"
684,[0.6666666666666666]
685,"[0.6666666666666666, 0.1111111111111111]"
686,"[0.6666666666666666, 0.1111111111111111, 1.0]"
687,"[0.6666666666666666, 0.1111111111111111, 1.0, 1.0]"
688,[1.0]
689,"[1.0, 1.0]"
690,"[1.0, 1.0, 1.0]"
691,"[1.0, 1.0, 1.0, 1.0]"
692,[0.3333333333333333]
693,"[0.3333333333333333, 1.0]"
694,"[0.3333333333333333, 1.0, 0.8]"
695,"[0.3333333333333333, 1.0, 0.8, 0.5555555555555556]"
696,[1.0]
697,"[1.0, 0.3333333333333333]"
698,"[1.0, 0.3333333333333333, 1.0]"
699,"[1.0, 0.3333333333333333, 1.0, 1.0]"
700,[0.6190476190476191]
701,"[0.6190476190476191, 1.0]"
702,"[0.6190476190476191, 1.0, 1.0]"
703,"[0.6190476190476191, 1.0, 1.0, 1.0]"
704,"[0.6190476190476191, 1.0, 1.0, 1.0, 0.6666666666666666]"
705,[1.0]
706,"[1.0, 0.3333333333333333]"
707,"[1.0, 0.3333333333333333, 1.0]"
708,"[1.0, 0.3333333333333333, 1.0, 1.0]"
709,"[1.0, 0.3333333333333333, 1.0, 1.0, 1.0]"
710,[1.0]
711,"[1.0, 0.5555555555555556]"
712,"[1.0, 0.5555555555555556, 1.0]"
713,"[1.0, 0.5555555555555556, 1.0, 0.4285714285714285]"
714,"[1.0, 0.5555555555555556, 1.0, 0.4285714285714285, 1.0]"
715,[1.0]
716,"[1.0, 1.0]"
717,"[1.0, 1.0, 1.0]"
718,"[1.0, 1.0, 1.0, 1.0]"
719,"[1.0, 1.0, 1.0, 1.0, 1.0]"
720,[1.0]
721,"[1.0, 1.0]"
722,"[1.0, 1.0, 1.0]"
723,"[1.0, 1.0, 1.0, 1.0]"
724,"[1.0, 1.0, 1.0, 1.0, 1.0]"
725,[1.0]
726,"[1.0, 1.0]"
727,"[1.0, 1.0, 0.6923076923076923]"
728,"[1.0, 1.0, 0.6923076923076923, 1.0]"
729,[0.6666666666666666]
730,"[0.6666666666666666, 1.0]"
731,"[0.6666666666666666, 1.0, 0.7777777777777778]"
732,"[0.6666666666666666, 1.0, 0.7777777777777778, 1.0]"
733,"[0.6666666666666666, 1.0, 0.7777777777777778, 1.0, 1.0]"
734,[0.8461538461538461]
735,"[0.8461538461538461, 1.0]"
736,"[0.8461538461538461, 1.0, 0.2]"
737,"[0.8461538461538461, 1.0, 0.2, 0.6666666666666666]"
738,[1.0]
739,"[1.0, 1.0]"
740,"[1.0, 1.0, 0.5555555555555556]"
741,"[1.0, 1.0, 0.5555555555555556, 1.0]"
742,[0.2]
743,"[0.2, 1.0]"
744,"[0.2, 1.0, 1.0]"
745,"[0.2, 1.0, 1.0, 1.0]"
746,"[0.2, 1.0, 1.0, 1.0, 1.0]"
747,[1.0]
748,"[1.0, 1.0]"
749,"[1.0, 1.0, 1.0]"
750,"[1.0, 1.0, 1.0, 1.0]"
751,"[1.0, 1.0, 1.0, 1.0, 0.2]"
752,[1.0]
753,"[1.0, 0.5384615384615384]"
754,"[1.0, 0.5384615384615384, 1.0]"
755,"[1.0, 0.5384615384615384, 1.0, 1.0]"
756,[0.2]
757,"[0.2, 0.4285714285714285]"
758,"[0.2, 0.4285714285714285, 0.6923076923076923]"
759,"[0.2, 0.4285714285714285, 0.6923076923076923, 1.0]"
760,"[0.2, 0.4285714285714285, 0.6923076923076923, 1.0, 0.1111111111111111]"
761,[0.5555555555555556]
762,"[0.5555555555555556, 1.0]"
763,"[0.5555555555555556, 1.0, 1.0]"
764,"[0.5555555555555556, 1.0, 1.0, 1.0]"
765,[0.6666666666666666]
766,"[0.6666666666666666, 0.8095238095238095]"
767,"[0.6666666666666666, 0.8095238095238095, 1.0]"
768,"[0.6666666666666666, 0.8095238095238095, 1.0, 0.1111111111111111]"
769,[0.5555555555555556]
770,"[0.5555555555555556, 1.0]"
771,"[0.5555555555555556, 1.0, 1.0]"
772,"[0.5555555555555556, 1.0, 1.0, 1.0]"
773,[1.0]
774,"[1.0, 1.0]"
775,"[1.0, 1.0, 0.6666666666666666]"
776,"[1.0, 1.0, 0.6666666666666666, 0.5384615384615384]"
777,[0.3333333333333333]
778,"[0.3333333333333333, 0.6190476190476191]"
779,"[0.3333333333333333, 0.6190476190476191, 0.3846153846153846]"
780,"[0.3333333333333333, 0.6190476190476191, 0.3846153846153846, 1.0]"
781,[1.0]
782,"[1.0, 1.0]"
783,"[1.0, 1.0, 0.3333333333333333]"
784,"[1.0, 1.0, 0.3333333333333333, 1.0]"
785,"[1.0, 1.0, 0.3333333333333333, 1.0, 1.0]"
786,[0.3333333333333333]
787,"[0.3333333333333333, 1.0]"
788,"[0.3333333333333333, 1.0, 1.0]"
789,"[0.3333333333333333, 1.0, 1.0, 1.0]"
790,"[0.3333333333333333, 1.0, 1.0, 1.0, 1.0]"
791,[1.0]
792,"[1.0, 1.0]"
793,"[1.0, 1.0, 0.7777777777777778]"
794,"[1.0, 1.0, 0.7777777777777778, 0.6923076923076923]"
795,[1.0]
796,"[1.0, 1.0]"
797,"[1.0, 1.0, 0.6666666666666666]"
798,"[1.0, 1.0, 0.6666666666666666, 0.1111111111111111]"
799,"[1.0, 1.0, 0.6666666666666666, 0.1111111111111111, 1.0]"
800,[1.0]
801,"[1.0, 0.1111111111111111]"
802,"[1.0, 0.1111111111111111, 0.3333333333333333]"
803,"[1.0, 0.1111111111111111, 0.3333333333333333, 1.0]"
804,"[1.0, 0.1111111111111111, 0.3333333333333333, 1.0, 1.0]"
805,[1.0]
806,"[1.0, 1.0]"
807,"[1.0, 1.0, 0.7777777777777778]"
808,[1.0]
809,"[1.0, 0.6666666666666666]"
810,"[1.0, 0.6666666666666666, 0.2]"
811,[0.8461538461538461]
812,"[0.8461538461538461, 1.0]"
813,"[0.8461538461538461, 1.0, 0.7777777777777778]"
814,"[0.8461538461538461, 1.0, 0.7777777777777778, 0.238095238095238]"
815,[1.0]
816,"[1.0, 1.0]"
817,"[1.0, 1.0, 0.7777777777777778]"
818,"[1.0, 1.0, 0.7777777777777778, 1.0]"
819,"[1.0, 1.0, 0.7777777777777778, 1.0, 1.0]"
820,[1.0]
821,"[1.0, 1.0]"
822,"[1.0, 1.0, 1.0]"
823,"[1.0, 1.0, 1.0, 0.6190476190476191]"
824,"[1.0, 1.0, 1.0, 0.6190476190476191, 1.0]"
825,[1.0]
826,"[1.0, 1.0]"
827,"[1.0, 1.0, 0.8]"
828,"[1.0, 1.0, 0.8, 1.0]"
829,"[1.0, 1.0, 0.8, 1.0, 0.3333333333333333]"
830,[1.0]
831,"[1.0, 1.0]"
832,"[1.0, 1.0, 0.3333333333333333]"
833,"[1.0, 1.0, 0.3333333333333333, 1.0]"
834,"[1.0, 1.0, 0.3333333333333333, 1.0, 0.238095238095238]"
835,[1.0]
836,"[1.0, 0.7777777777777778]"
837,"[1.0, 0.7777777777777778, 0.3333333333333333]"
838,"[1.0, 0.7777777777777778, 0.3333333333333333, 0.4285714285714285]"
839,[1.0]
840,"[1.0, 1.0]"
841,"[1.0, 1.0, 0.8]"
842,"[1.0, 1.0, 0.8, 0.7777777777777778]"
843,"[1.0, 1.0, 0.8, 0.7777777777777778, 1.0]"
844,[0.6666666666666666]
845,"[0.6666666666666666, 1.0]"
846,"[0.6666666666666666, 1.0, 0.8461538461538461]"
847,"[0.6666666666666666, 1.0, 0.8461538461538461, 1.0]"
848,"[0.6666666666666666, 1.0, 0.8461538461538461, 1.0, 1.0]"
849,[0.1111111111111111]
850,"[0.1111111111111111, 1.0]"
851,"[0.1111111111111111, 1.0, 0.6190476190476191]"
852,"[0.1111111111111111, 1.0, 0.6190476190476191, 1.0]"
853,"[0.1111111111111111, 1.0, 0.6190476190476191, 1.0, 0.5384615384615384]"
854,[1.0]
855,"[1.0, 0.3846153846153846]"
856,"[1.0, 0.3846153846153846, 1.0]"
857,"[1.0, 0.3846153846153846, 1.0, 1.0]"
858,[1.0]
859,"[1.0, 1.0]"
860,"[1.0, 1.0, 0.6923076923076923]"
861,"[1.0, 1.0, 0.6923076923076923, 0.7777777777777778]"
862,"[1.0, 1.0, 0.6923076923076923, 0.7777777777777778, 1.0]"
863,[1.0]
864,"[1.0, 0.3846153846153846]"
865,"[1.0, 0.3846153846153846, 1.0]"
866,"[1.0, 0.3846153846153846, 1.0, 1.0]"
867,[1.0]
868,"[1.0, 1.0]"
869,"[1.0, 1.0, 1.0]"
870,"[1.0, 1.0, 1.0, 1.0]"
871,[0.3846153846153846]
872,"[0.3846153846153846, 0.3333333333333333]"
873,"[0.3846153846153846, 0.3333333333333333, 1.0]"
874,"[0.3846153846153846, 0.3333333333333333, 1.0, 1.0]"
875,"[0.3846153846153846, 0.3333333333333333, 1.0, 1.0, 1.0]"
876,[1.0]
877,"[1.0, 0.6666666666666666]"
878,"[1.0, 0.6666666666666666, 0.6190476190476191]"
879,"[1.0, 0.6666666666666666, 0.6190476190476191, 0.6923076923076923]"
880,[1.0]
881,"[1.0, 0.4285714285714285]"
882,"[1.0, 0.4285714285714285, 1.0]"
883,"[1.0, 0.4285714285714285, 1.0, 0.6923076923076923]"
884,"[1.0, 0.4285714285714285, 1.0, 0.6923076923076923, 1.0]"
885,[0.1111111111111111]
886,"[0.1111111111111111, 1.0]"
887,"[0.1111111111111111, 1.0, 1.0]"
888,"[0.1111111111111111, 1.0, 1.0, 0.3333333333333333]"
889,"[0.1111111111111111, 1.0, 1.0, 0.3333333333333333, 1.0]"
890,[0.8095238095238095]
891,"[0.8095238095238095, 0.7777777777777778]"
892,"[0.8095238095238095, 0.7777777777777778, 0.5384615384615384]"
893,"[0.8095238095238095, 0.7777777777777778, 0.5384615384615384, 1.0]"
894,[1.0]
895,"[1.0, 0.6923076923076923]"
896,"[1.0, 0.6923076923076923, 1.0]"
897,"[1.0, 0.6923076923076923, 1.0, 1.0]"
898,"[1.0, 0.6923076923076923, 1.0, 1.0, 1.0]"
899,[0.6923076923076923]
900,"[0.6923076923076923, 0.6190476190476191]"
901,"[0.6923076923076923, 0.6190476190476191, 1.0]"
902,"[0.6923076923076923, 0.6190476190476191, 1.0, 0.6]"
903,[1.0]
904,"[1.0, 1.0]"
905,"[1.0, 1.0, 0.2]"
906,"[1.0, 1.0, 0.2, 1.0]"
907,"[1.0, 1.0, 0.2, 1.0, 0.3846153846153846]"
908,[1.0]
909,"[1.0, 0.1111111111111111]"
910,"[1.0, 0.1111111111111111, 1.0]"
911,"[1.0, 0.1111111111111111, 1.0, 1.0]"
912,"[1.0, 0.1111111111111111, 1.0, 1.0, 1.0]"
913,[1.0]
914,"[1.0, 0.8]"
915,"[1.0, 0.8, 1.0]"
916,"[1.0, 0.8, 1.0, 1.0]"
917,"[1.0, 0.8, 1.0, 1.0, 1.0]"
918,[0.6666666666666666]
919,"[0.6666666666666666, 1.0]"
920,"[0.6666666666666666, 1.0, 1.0]"
921,"[0.6666666666666666, 1.0, 1.0, 1.0]"
922,[1.0]
923,"[1.0, 0.5384615384615384]"
924,"[1.0, 0.5384615384615384, 1.0]"
925,"[1.0, 0.5384615384615384, 1.0, 1.0]"
926,[0.6]
927,"[0.6, 1.0]"
928,"[0.6, 1.0, 1.0]"
929,"[0.6, 1.0, 1.0, 1.0]"
930,[0.6666666666666666]
931,"[0.6666666666666666, 1.0]"
932,"[0.6666666666666666, 1.0, 1.0]"
933,"[0.6666666666666666, 1.0, 1.0, 1.0]"
934,"[0.6666666666666666, 1.0, 1.0, 1.0, 1.0]"
935,[0.3333333333333333]
936,"[0.3333333333333333, 1.0]"
937,"[0.3333333333333333, 1.0, 1.0]"
938,"[0.3333333333333333, 1.0, 1.0, 0.8095238095238095]"
939,"[0.3333333333333333, 1.0, 1.0, 0.8095238095238095, 1.0]"
940,[1.0]
941,"[1.0, 1.0]"
942,"[1.0, 1.0, 1.0]"
943,"[1.0, 1.0, 1.0, 1.0]"
944,"[1.0, 1.0, 1.0, 1.0, 0.7777777777777778]"
945,[1.0]
946,"[1.0, 1.0]"
947,"[1.0, 1.0, 1.0]"
948,"[1.0, 1.0, 1.0, 1.0]"
949,[1.0]
950,"[1.0, 0.5555555555555556]"
951,"[1.0, 0.5555555555555556, 1.0]"
952,"[1.0, 0.5555555555555556, 1.0, 1.0]"
953,[1.0]
954,"[1.0, 1.0]"
955,"[1.0, 1.0, 1.0]"
956,"[1.0, 1.0, 1.0, 0.8095238095238095]"
957,"[1.0, 1.0, 1.0, 0.8095238095238095, 1.0]"
958,[0.6]
959,"[0.6, 1.0]"
960,"[0.6, 1.0, 1.0]"
961,[1.0]
962,"[1.0, 1.0]"
963,"[1.0, 1.0, 0.3333333333333333]"
964,"[1.0, 1.0, 0.3333333333333333, 1.0]"
965,"[1.0, 1.0, 0.3333333333333333, 1.0, 0.8095238095238095]"
966,[0.5384615384615384]
967,"[0.5384615384615384, 1.0]"
968,"[0.5384615384615384, 1.0, 1.0]"
969,"[0.5384615384615384, 1.0, 1.0, 0.6190476190476191]"
970,[0.5555555555555556]
971,"[0.5555555555555556, 0.1111111111111111]"
972,"[0.5555555555555556, 0.1111111111111111, 1.0]"
973,"[0.5555555555555556, 0.1111111111111111, 1.0, 0.6190476190476191]"
974,[1.0]
975,"[1.0, 1.0]"
976,"[1.0, 1.0, 1.0]"
977,"[1.0, 1.0, 1.0, 0.5555555555555556]"
978,"[1.0, 1.0, 1.0, 0.5555555555555556, 0.8]"
979,[1.0]
980,"[1.0, 1.0]"
981,"[1.0, 1.0, 1.0]"
982,"[1.0, 1.0, 1.0, 0.3333333333333333]"
983,"[1.0, 1.0, 1.0, 0.3333333333333333, 0.3333333333333333]"
984,[0.1111111111111111]
985,"[0.1111111111111111, 0.7777777777777778]"
986,"[0.1111111111111111, 0.7777777777777778, 1.0]"
987,"[0.1111111111111111, 0.7777777777777778, 1.0, 1.0]"
988,"[0.1111111111111111, 0.7777777777777778, 1.0, 1.0, 1.0]"
989,[1.0]
990,"[1.0, 1.0]"
991,"[1.0, 1.0, 1.0]"
992,"[1.0, 1.0, 1.0, 0.5555555555555556]"
993,[1.0]
994,"[1.0, 0.1111111111111111]"
995,"[1.0, 0.1111111111111111, 1.0]"
996,"[1.0, 0.1111111111111111, 1.0, 1.0]"
997,"[1.0, 0.1111111111111111, 1.0, 1.0, 1.0]"
998,[1.0]
999,"[1.0, 1.0]"
1000,"[1.0, 1.0, 1.0]"
1001,"[1.0, 1.0, 1.0, 1.0]"
1002,[0.1111111111111111]
1003,"[0.1111111111111111, 1.0]"
1004,"[0.1111111111111111, 1.0, 1.0]"
1005,[1.0]
1006,"[1.0, 1.0]"
1007,"[1.0, 1.0, 0.238095238095238]"
1008,"[1.0, 1.0, 0.238095238095238, 1.0]"
1009,"[1.0, 1.0, 0.238095238095238, 1.0, 1.0]"
1010,[1.0]
1011,"[1.0, 1.0]"
1012,"[1.0, 1.0, 1.0]"
1013,"[1.0, 1.0, 1.0, 0.5555555555555556]"
1014,"[1.0, 1.0, 1.0, 0.5555555555555556, 0.6923076923076923]"
1015,[0.5555555555555556]
1016,"[0.5555555555555556, 0.6923076923076923]"
1017,"[0.5555555555555556, 0.6923076923076923, 1.0]"
1018,"[0.5555555555555556, 0.6923076923076923, 1.0, 1.0]"
1019,[1.0]
1020,"[1.0, 1.0]"
1021,"[1.0, 1.0, 1.0]"
1022,[1.0]
1023,"[1.0, 1.0]"
1024,"[1.0, 1.0, 1.0]"
1025,"[1.0, 1.0, 1.0, 1.0]"
1026,[1.0]
1027,"[1.0, 0.8]"
1028,"[1.0, 0.8, 1.0]"
1029,"[1.0, 0.8, 1.0, 0.6666666666666666]"
1030,[1.0]
1031,"[1.0, 1.0]"
1032,"[1.0, 1.0, 1.0]"
1033,"[1.0, 1.0, 1.0, 1.0]"
1034,"[1.0, 1.0, 1.0, 1.0, 1.0]"
1035,[1.0]
1036,"[1.0, 1.0]"
1037,"[1.0, 1.0, 1.0]"
1038,"[1.0, 1.0, 1.0, 0.8]"
1039,"[1.0, 1.0, 1.0, 0.8, 1.0]"
1040,[1.0]
1041,"[1.0, 0.3846153846153846]"
1042,"[1.0, 0.3846153846153846, 1.0]"
1043,"[1.0, 0.3846153846153846, 1.0, 0.1111111111111111]"
1044,"[1.0, 0.3846153846153846, 1.0, 0.1111111111111111, 0.8]"
1045,[0.5384615384615384]
1046,"[0.5384615384615384, 1.0]"
1047,"[0.5384615384615384, 1.0, 1.0]"
1048,"[0.5384615384615384, 1.0, 1.0, 1.0]"
1049,[0.5384615384615384]
1050,"[0.5384615384615384, 0.6190476190476191]"
1051,"[0.5384615384615384, 0.6190476190476191, 1.0]"
1052,"[0.5384615384615384, 0.6190476190476191, 1.0, 0.2]"
1053,"[0.5384615384615384, 0.6190476190476191, 1.0, 0.2, 0.7777777777777778]"
1054,[0.238095238095238]
1055,"[0.238095238095238, 1.0]"
1056,"[0.238095238095238, 1.0, 0.6]"
1057,"[0.238095238095238, 1.0, 0.6, 1.0]"
1058,[1.0]
1059,"[1.0, 0.6666666666666666]"
1060,"[1.0, 0.6666666666666666, 1.0]"
1061,"[1.0, 0.6666666666666666, 1.0, 1.0]"
1062,[1.0]
1063,"[1.0, 1.0]"
1064,"[1.0, 1.0, 0.1111111111111111]"
1065,"[1.0, 1.0, 0.1111111111111111, 0.6190476190476191]"
1066,"[1.0, 1.0, 0.1111111111111111, 0.6190476190476191, 0.6]"
1067,[0.8461538461538461]
1068,"[0.8461538461538461, 1.0]"
1069,"[0.8461538461538461, 1.0, 0.5555555555555556]"
1070,"[0.8461538461538461, 1.0, 0.5555555555555556, 1.0]"
1071,"[0.8461538461538461, 1.0, 0.5555555555555556, 1.0, 1.0]"
1072,[1.0]
1073,"[1.0, 1.0]"
1074,"[1.0, 1.0, 1.0]"
1075,"[1.0, 1.0, 1.0, 0.3333333333333333]"
1076,"[1.0, 1.0, 1.0, 0.3333333333333333, 0.8]"
1077,[1.0]
1078,"[1.0, 1.0]"
1079,"[1.0, 1.0, 1.0]"
1080,"[1.0, 1.0, 1.0, 1.0]"
1081,"[1.0, 1.0, 1.0, 1.0, 1.0]"
1082,[1.0]
1083,"[1.0, 1.0]"
1084,"[1.0, 1.0, 0.1111111111111111]"
1085,"[1.0, 1.0, 0.1111111111111111, 1.0]"
1086,"[1.0, 1.0, 0.1111111111111111, 1.0, 0.5384615384615384]"
1087,[0.238095238095238]
1088,"[0.238095238095238, 1.0]"
1089,"[0.238095238095238, 1.0, 1.0]"
1090,"[0.238095238095238, 1.0, 1.0, 0.7777777777777778]"
1091,[1.0]
1092,"[1.0, 0.4285714285714285]"
1093,"[1.0, 0.4285714285714285, 1.0]"
1094,"[1.0, 0.4285714285714285, 1.0, 0.6666666666666666]"
1095,"[1.0, 0.4285714285714285, 1.0, 0.6666666666666666, 1.0]"
1096,[0.7777777777777778]
1097,"[0.7777777777777778, 0.7777777777777778]"
1098,"[0.7777777777777778, 0.7777777777777778, 0.238095238095238]"
1099,"[0.7777777777777778, 0.7777777777777778, 0.238095238095238, 1.0]"
1100,"[0.7777777777777778, 0.7777777777777778, 0.238095238095238, 1.0, 1.0]"
1101,[0.7777777777777778]
1102,"[0.7777777777777778, 1.0]"
1103,"[0.7777777777777778, 1.0, 1.0]"
1104,"[0.7777777777777778, 1.0, 1.0, 0.3333333333333333]"
1105,[1.0]
1106,"[1.0, 0.8095238095238095]"
1107,"[1.0, 0.8095238095238095, 0.3333333333333333]"
1108,"[1.0, 0.8095238095238095, 0.3333333333333333, 1.0]"
1109,"[1.0, 0.8095238095238095, 0.3333333333333333, 1.0, 0.6666666666666666]"
1110,[1.0]
1111,"[1.0, 1.0]"
1112,"[1.0, 1.0, 1.0]"
1113,"[1.0, 1.0, 1.0, 1.0]"
1114,"[1.0, 1.0, 1.0, 1.0, 0.3333333333333333]"
1115,[0.3333333333333333]
1116,"[0.3333333333333333, 1.0]"
1117,"[0.3333333333333333, 1.0, 0.8461538461538461]"
1118,"[0.3333333333333333, 1.0, 0.8461538461538461, 1.0]"
1119,"[0.3333333333333333, 1.0, 0.8461538461538461, 1.0, 0.3333333333333333]"
1120,[0.5555555555555556]
1121,"[0.5555555555555556, 1.0]"
1122,"[0.5555555555555556, 1.0, 0.6923076923076923]"
1123,"[0.5555555555555556, 1.0, 0.6923076923076923, 1.0]"
1124,"[0.5555555555555556, 1.0, 0.6923076923076923, 1.0, 0.5555555555555556]"
1125,[1.0]
1126,"[1.0, 0.1111111111111111]"
1127,"[1.0, 0.1111111111111111, 0.2]"
1128,"[1.0, 0.1111111111111111, 0.2, 0.3846153846153846]"
1129,[1.0]
1130,"[1.0, 0.6190476190476191]"
1131,"[1.0, 0.6190476190476191, 1.0]"
1132,"[1.0, 0.6190476190476191, 1.0, 1.0]"
1133,"[1.0, 0.6190476190476191, 1.0, 1.0, 0.6923076923076923]"
1134,[1.0]
1135,"[1.0, 1.0]"
1136,"[1.0, 1.0, 0.4285714285714285]"
1137,"[1.0, 1.0, 0.4285714285714285, 1.0]"
1138,"[1.0, 1.0, 0.4285714285714285, 1.0, 0.3333333333333333]"
1139,[0.8]
1140,"[0.8, 0.3333333333333333]"
1141,"[0.8, 0.3333333333333333, 1.0]"
1142,"[0.8, 0.3333333333333333, 1.0, 1.0]"
1143,"[0.8, 0.3333333333333333, 1.0, 1.0, 1.0]"
1144,[1.0]
1145,"[1.0, 1.0]"
1146,"[1.0, 1.0, 1.0]"
1147,[1.0]
1148,"[1.0, 1.0]"
1149,"[1.0, 1.0, 1.0]"
1150,"[1.0, 1.0, 1.0, 1.0]"
1151,"[1.0, 1.0, 1.0, 1.0, 1.0]"
1152,[1.0]
1153,"[1.0, 1.0]"
1154,"[1.0, 1.0, 0.7777777777777778]"
1155,"[1.0, 1.0, 0.7777777777777778, 0.8]"
1156,[1.0]
1157,"[1.0, 0.2]"
1158,"[1.0, 0.2, 1.0]"
1159,"[1.0, 0.2, 1.0, 1.0]"
1160,"[1.0, 0.2, 1.0, 1.0, 0.6923076923076923]"
1161,[1.0]
1162,"[1.0, 1.0]"
1163,"[1.0, 1.0, 1.0]"
1164,"[1.0, 1.0, 1.0, 1.0]"
1165,"[1.0, 1.0, 1.0, 1.0, 1.0]"
1166,[1.0]
1167,"[1.0, 0.6]"
1168,"[1.0, 0.6, 1.0]"
1169,"[1.0, 0.6, 1.0, 0.8461538461538461]"
1170,"[1.0, 0.6, 1.0, 0.8461538461538461, 1.0]"
1171,[0.6190476190476191]
1172,"[0.6190476190476191, 1.0]"
1173,"[0.6190476190476191, 1.0, 0.8461538461538461]"
1174,"[0.6190476190476191, 1.0, 0.8461538461538461, 0.5555555555555556]"
1175,"[0.6190476190476191, 1.0, 0.8461538461538461, 0.5555555555555556, 1.0]"
1176,[0.5555555555555556]
1177,"[0.5555555555555556, 0.3333333333333333]"
1178,"[0.5555555555555556, 0.3333333333333333, 1.0]"
1179,"[0.5555555555555556, 0.3333333333333333, 1.0, 0.8095238095238095]"
1180,[1.0]
1181,"[1.0, 0.7777777777777778]"
1182,"[1.0, 0.7777777777777778, 1.0]"
1183,"[1.0, 0.7777777777777778, 1.0, 1.0]"
1184,[1.0]
1185,"[1.0, 1.0]"
1186,"[1.0, 1.0, 1.0]"
1187,"[1.0, 1.0, 1.0, 1.0]"
1188,[1.0]
1189,"[1.0, 1.0]"
1190,"[1.0, 1.0, 1.0]"
1191,"[1.0, 1.0, 1.0, 0.5555555555555556]"
1192,[1.0]
1193,"[1.0, 1.0]"
1194,"[1.0, 1.0, 1.0]"
1195,"[1.0, 1.0, 1.0, 0.8461538461538461]"
1196,"[1.0, 1.0, 1.0, 0.8461538461538461, 0.3333333333333333]"
1197,[0.8095238095238095]
1198,"[0.8095238095238095, 0.7777777777777778]"
1199,"[0.8095238095238095, 0.7777777777777778, 1.0]"
1200,"[0.8095238095238095, 0.7777777777777778, 1.0, 1.0]"
1201,"[0.8095238095238095, 0.7777777777777778, 1.0, 1.0, 1.0]"
1202,[1.0]
1203,"[1.0, 0.4285714285714285]"
1204,"[1.0, 0.4285714285714285, 1.0]"
1205,"[1.0, 0.4285714285714285, 1.0, 1.0]"
1206,"[1.0, 0.4285714285714285, 1.0, 1.0, 1.0]"
1207,[0.3333333333333333]
1208,"[0.3333333333333333, 1.0]"
1209,"[0.3333333333333333, 1.0, 1.0]"
1210,"[0.3333333333333333, 1.0, 1.0, 1.0]"
1211,[1.0]
1212,"[1.0, 0.8095238095238095]"
1213,"[1.0, 0.8095238095238095, 1.0]"
1214,"[1.0, 0.8095238095238095, 1.0, 1.0]"
1215,[0.6923076923076923]
1216,"[0.6923076923076923, 0.7777777777777778]"
